1	1	1	0.000000	0.000000	0.000000	0.000000	0.000000
2	1	2	0.000027	0.000036	0.000027	0.000036	0.000009
3	1	3	0.000049	0.000042	0.000022	0.000006	0.000016
4	1	4	0.000066	0.000047	0.000017	0.000005	0.000012
5	1	5	0.000080	0.000053	0.000014	0.000006	0.000008
6	1	6	0.000092	0.000059	0.000012	0.000006	0.000006
7	1	7	0.000104	0.000010	0.000012	-0.000049	0.000061
8	1	8	0.000118	0.000024	0.000014	0.000014	0.000000
9	1	9	0.000131	0.000037	0.000013	0.000013	0.000000
10	1	10	0.000146	0.000052	0.000015	0.000015	0.000000
11	1	11	0.000162	0.000067	0.000016	0.000015	0.000001
12	1	12	0.000176	0.000080	0.000014	0.000013	0.000001
13	1	13	0.000195	0.000100	0.000019	0.000020	0.000001
14	1	14	0.000208	0.000112	0.000013	0.000012	0.000001
15	1	15	0.000225	0.000129	0.000017	0.000017	0.000000
16	1	16	0.000237	0.000141	0.000012	0.000012	0.000000
17	1	17	0.000250	0.000156	0.000013	0.000015	0.000002
18	1	18	0.000264	0.000169	0.000014	0.000013	0.000001
19	2	1	0.288070	0.287985	0.000000	0.000000	0.000000
20	2	2	0.288148	0.288052	0.000078	0.000067	0.000011
21	2	3	0.288168	0.288071	0.000020	0.000019	0.000001
22	2	4	0.288185	0.288088	0.000017	0.000017	0.000000
23	2	5	0.288200	0.288103	0.000015	0.000015	0.000000
24	2	6	0.288215	0.288117	0.000015	0.000014	0.000001
25	2	7	0.288227	0.288129	0.000012	0.000012	0.000000
26	2	8	0.288237	0.288139	0.000010	0.000010	0.000000
27	2	9	0.288247	0.288149	0.000010	0.000010	0.000000
28	2	10	0.288257	0.288160	0.000010	0.000011	0.000001
29	2	11	0.288266	0.288168	0.000009	0.000008	0.000001
30	2	12	0.288274	0.288176	0.000008	0.000008	0.000000
31	2	13	0.288281	0.288183	0.000007	0.000007	0.000000
32	2	14	0.288289	0.288191	0.000008	0.000008	0.000000
33	2	15	0.288297	0.288199	0.000008	0.000008	0.000000
34	2	16	0.288304	0.288206	0.000007	0.000007	0.000000
35	2	17	0.288311	0.288213	0.000007	0.000007	0.000000
36	2	18	0.288319	0.288221	0.000008	0.000008	0.000000
37	3	1	0.576495	0.576418	0.000000	0.000000	0.000000
38	3	2	0.576647	0.576605	0.000152	0.000187	0.000035
39	3	3	0.576739	0.576646	0.000092	0.000041	0.000051
40	3	4	0.576775	0.576681	0.000036	0.000035	0.000001
41	3	5	0.576794	0.576702	0.000019	0.000021	0.000002
42	3	6	0.576810	0.576715	0.000016	0.000013	0.000003
43	3	7	0.576824	0.576729	0.000014	0.000014	0.000000
44	3	8	0.576841	0.576747	0.000017	0.000018	0.000001
45	3	9	0.576855	0.576761	0.000014	0.000014	0.000000
46	3	10	0.576870	0.576776	0.000015	0.000015	0.000000
47	3	11	0.576885	0.576790	0.000015	0.000014	0.000001
48	3	12	0.576898	0.576802	0.000013	0.000012	0.000001
49	3	13	0.576910	0.576815	0.000012	0.000013	0.000001
50	3	14	0.576927	0.576832	0.000017	0.000017	0.000000
51	3	15	0.576941	0.576845	0.000014	0.000013	0.000001
52	3	16	0.576957	0.576862	0.000016	0.000017	0.000001
53	3	17	0.576970	0.576875	0.000013	0.000013	0.000000
54	3	18	0.576986	0.576891	0.000016	0.000016	0.000000
55	4	1	0.865166	0.865085	0.000000	0.000000	0.000000
56	4	2	0.865209	0.865115	0.000043	0.000030	0.000013
57	4	3	0.865230	0.865135	0.000021	0.000020	0.000001
58	4	4	0.865245	0.865151	0.000015	0.000016	0.000001
59	4	5	0.865259	0.865164	0.000014	0.000013	0.000001
60	4	6	0.865273	0.865177	0.000014	0.000013	0.000001
61	4	7	0.865285	0.865190	0.000012	0.000013	0.000001
62	4	8	0.865298	0.865205	0.000013	0.000015	0.000002
63	4	9	0.865313	0.865219	0.000015	0.000014	0.000001
64	4	10	0.865328	0.865234	0.000015	0.000015	0.000000
65	4	11	0.865342	0.865248	0.000014	0.000014	0.000000
66	4	12	0.865356	0.865261	0.000014	0.000013	0.000001
67	4	13	0.865374	0.865281	0.000018	0.000020	0.000002
68	4	14	0.865389	0.865295	0.000015	0.000014	0.000001
69	4	15	0.865410	0.865316	0.000021	0.000021	0.000000
70	4	16	0.865424	0.865330	0.000014	0.000014	0.000000
71	4	17	0.865442	0.865348	0.000018	0.000018	0.000000
72	4	18	0.865457	0.865362	0.000015	0.000014	0.000001
73	5	1	1.153644	1.153590	0.000000	0.000000	0.000000
74	5	2	1.153720	1.153628	0.000076	0.000038	0.000038
75	5	3	1.153740	1.153646	0.000020	0.000018	0.000002
76	5	4	1.153758	1.153664	0.000018	0.000018	0.000000
77	5	5	1.153772	1.153678	0.000014	0.000014	0.000000
78	5	6	1.153788	1.153694	0.000016	0.000016	0.000000
79	5	7	1.153802	1.153707	0.000014	0.000013	0.000001
80	5	8	1.153816	1.153721	0.000014	0.000014	0.000000
81	5	9	1.153830	1.153735	0.000014	0.000014	0.000000
82	5	10	1.153848	1.153754	0.000018	0.000019	0.000001
83	5	11	1.153863	1.153769	0.000015	0.000015	0.000000
84	5	12	1.153883	1.153788	0.000020	0.000019	0.000001
85	5	13	1.153897	1.153802	0.000014	0.000014	0.000000
86	5	14	1.153916	1.153821	0.000019	0.000019	0.000000
87	5	15	1.153929	1.153834	0.000013	0.000013	0.000000
88	5	16	1.153947	1.153852	0.000018	0.000018	0.000000
89	5	17	1.153960	1.153865	0.000013	0.000013	0.000000
90	5	18	1.153978	1.153883	0.000018	0.000018	0.000000
91	6	1	1.442145	1.442067	0.000000	0.000000	0.000000
92	6	2	1.442192	1.442098	0.000047	0.000031	0.000016
93	6	3	1.442212	1.442117	0.000020	0.000019	0.000001
94	6	4	1.442229	1.442134	0.000017	0.000017	0.000000
95	6	5	1.442242	1.442147	0.000013	0.000013	0.000000
96	6	6	1.442256	1.442161	0.000014	0.000014	0.000000
